Tweet,Label
RT @Twitter-handle: Song at #17 has • 0 radio • 15.7m US streams • 7k sales. We need the 15m streams pls omg lets push. URL,neutral
RT @Twitter-handle: 🆘6 JUNE 2023 #Lost MUM &amp; DAUGHTER #ScanMe 2 Dachshund Teckle Females #SausageArmy #CliftonOnTeme #Harpley #Sapey area #WR6…,neutral
"RT @Twitter-handle: Did someone say, Fang? Check out his devious debut in Sonic the Hedgehog: Triple Trouble! URL",neutral
"@Twitter-handle: still think they are v much under-rated, I mean Nahi Milta, Farda &amp; their album: suno are top-tier",happiness
@Twitter-handle: @Twitter-handle: I saw them at the Apollo 🕴️,neutral
Just a quick shout out to @Twitter-handle: for his recommendation of Road Games... Holy shite!!! Joe... I finally saw… URL,happiness
Any other #EarlyYears teachers feel like me! #GinTime Thank Goodness it’s Friday!! URL,happiness
RT @Twitter-handle: .@davido’s “Unavailable” w/@MusaKeyss has now sold over 51K single units in the UK 🇬🇧. URL,happiness
RT @Twitter-handle: Every looks of Teju is my Favourite thing But this once is very close to my heart HBD TEJASSWI PRAKASH #TejasswiPra…,happiness
RT @Twitter-handle: This could kickstart Bitcoin summer 💰☀️😎 @Twitter-handle: URL,neutral
"RT @Twitter-handle: As I noted at CAMPAIGN TRAILS, the whole reason Ford pardoned Nixon was that Ford knew federal indictments were legal and,…",neutral
"one of my favorite erwin moments, he’s so goated URL",happiness
@Twitter-handle: Going to see them at Riot Fest. Can’t wait!!!,happiness
Grab your tickets here! URL URL,neutral
@Twitter-handle: Nice,happiness
I love when people say “this musician is a bad person! We shouldn’t like them!” like yeah they’re a musician they’r… URL,neutral
@Twitter-handle: @Twitter-handle: My day 1 purchase £64.99 URL,neutral
RT @Twitter-handle: These comrades are responsible for Kerr's recent publication of @Twitter-handle: Social Contagion and Noel's Ignatiev's Acc…,neutral
"RT @Twitter-handle: Can i call you..,..♥️ #Facebook URL",neutral
@Twitter-handle: CRYING TYSM!!!!,happiness
RT @Twitter-handle: i have some new moots so i wanna do this again!! #artmoots URL,neutral
@Twitter-handle: @Twitter-handle: Amen 🙏 #lldl,neutral
RT @Twitter-handle: Always wear your seatbelt kids! #Kherson URL,neutral
RT @Twitter-handle: Here are some suggestions: URL,neutral
@Twitter-handle: Sue them!!!,anger
RT @Twitter-handle: @Twitter-handle: Man speaks facts 🚀🌕,neutral
"RT @Twitter-handle: 97.5k followers, drop handles now.❤️✍️",neutral
@Twitter-handle: @Twitter-handle: Hahaha counter strategy Boss 🤪😂,happiness
@Twitter-handle: @Twitter-handle: Looks like a mosquito wasp . (They aren't actually wasps or mosquitos!),disgust
RT @Twitter-handle: you wouldn't believe this masterpiece was released a year ago. URL,neutral
"RT @Twitter-handle: We have been promoting Nigeria 🇳🇬 history and stories since 2019 and In 2022, Burna boy @Twitter-handle: saw us, loved that…",happiness
"@Twitter-handle: Damn, shots fired!!! 😂😂😂",anger
RT @Twitter-handle: •Take Two Order Update• •Total Orders: 9K orders •Orders till 10K: 996 orders 🔥 •Orders till 15K: 5.9K orders KEEP GOING US/…,neutral
"""Shall not be infringed""",neutral
RT @Twitter-handle: Keralites have only 4 moods URL,neutral
RT @Twitter-handle: Halo Infinite Resonant Element Armor Coating #HaloInfinite Follow us for more Leaks! URL,neutral
@Twitter-handle: What are you on about? We literally watched the FIFA world cup and IPL in 4K coming from watching PL fo… URL,neutral
RT @Twitter-handle: the points being 25 : 5 💎 URL,neutral
RT @Twitter-handle: I like her personality❤️ #yrkkh #karishmasawant,happiness
RT @Twitter-handle: The good news is Nigga you came a long way. The bad news is Nigga you went the wrong way.,anger
"RT @Twitter-handle: Do you think if Senator Josh Hawley was on the Titanic, he would have shoved aside women and children to grab a seat on a…",anger
@Twitter-handle: She a nasty old peter puffer🎯😹😹,disgust
@Twitter-handle: @Twitter-handle: @Twitter-handle: Watching my team in a UCL semi final lad nice attempt tho URL,neutral
RT @Twitter-handle: when my shit ain’t together i cant call on nobody to help. so nobody need to call me. tf,anger
WE JUST HIT 100 FOLLOWERS ON TWITTER Even though it might not seem like a great milestone to you it is to me! THAN… URL,happiness
RT @Twitter-handle: Am still behind this couple 🥲😂. I will keep on updating you guys 😂 URL,happiness
@Twitter-handle: That’s awesome man!!,happiness
RT @Twitter-handle: Its so joever URL,neutral
RT @Twitter-handle: The corrupt FBI and DOJ tried to rig the 2016 election and failed. They succeeded at rigging the 2020 election. The bogus i…,anger
I’m trying to go to a 2000s rock concert 🥲,happiness
RT @Twitter-handle: Guess who is NOT going to appear in court this Tuesday in Miami facing 7 counts? URL,anger
Did the shark come out of water to eat the man or something? URL,fear
RT @Twitter-handle: Breaking: Indictments of Donald Trump and associate Walt Nauta have been unsealed,neutral
"These groups will tell you to just be yourself, embrace who you are Problem with that as an asocial weirdo is that… URL",neutral
@Twitter-handle: It has been brought to my attention that a lot of people are now locking their accounts. I hope you h… URL,neutral
RT @Twitter-handle: The tale of Jar Soros! URL,neutral
Outkast - Ms. Jackson URL,neutral
RT @Twitter-handle: I wrote about the television show The Simpsons URL,neutral
@Twitter-handle: Khushiaa left the chat,happiness
@Twitter-handle: SO MUCH. I am so excited!,happiness
@Twitter-handle: jhenum mein same i also miss everyone,neutral
"RT @Twitter-handle: Women, this is how a lady behaves: - Don't talk to other men - Cook dinner - Wash his clothes - Don't nag - Show appreciat…",anger
@Twitter-handle: @Twitter-handle: Look they can be right but braindumb over here isn’t,anger
"RT @Twitter-handle: SGF Ultras, meet me and Chris Dring at the Mario van if you want a row URL",neutral
"RT @Twitter-handle: Trump, whose world is defined by constant legal turmoil, parts ways with two of the three lawyers who interacted with DOJ ea…",neutral
I feel your pain I have been on a roll been Cussing since yesterday🤬 I understand what you just said URL,anger
"After watching West Ham win last night, I had the sudden realisation that we have no longer “won it all”… #CFC #conferenceleague",disgust
@Twitter-handle: You look soo cute with that dress,happiness
RT @Twitter-handle: NEW DETAILS: two people familiar with the matter who were not authorized to discuss it publicly said Trump was indicted on seven…,anger
@Twitter-handle: Huge if true,surprise
"RT @Twitter-handle: Everyone deserves to see the truth, what they decide after that is there choice. Free Will @Twitter-handle: satanic twitter i…",disgust
Good!!! @Twitter-handle: @Twitter-handle: @Twitter-handle: URL,neutral
RT @Twitter-handle: #PallasoLoveFestLugogo is doing good....thanks for supporting both artists 🔥🔥 URL,neutral
"Hey, my reason for smiling! 🌸 URL",happiness
"RT @Twitter-handle: Ever wondered how to #MineQuai? Learn about the hashing algorithm used for mining, and even browse a step-by-step tutoria…",neutral
RT @Twitter-handle: literally seonghwx 🥺🥹 URL,neutral
SWEAR IT WONT TAKE YEW LONG.,neutral
"Been gone for a while due to personal things, but I'm catching up again and hope I can start streaming again this w… URL",neutral
@Twitter-handle: Remember the train derailment in Ohio where the US government set fire to vinyl chloride? That tox… URL,fear
"RT @Twitter-handle: Small Accounts, Drop your handles Twitter is fun when we follow each other!!🤲❤️💙",happiness
RT @Twitter-handle: Ppl forget that Baby Gronk rizzed up Livvy,neutral
#ufotwitter notice the object above the below craft And notice the jittering of the camera I trimmed the video o… URL,neutral
RT @Twitter-handle: [ #SB19_JOSH IG STORY ] 060923 --- 🥰 @Twitter-handle: #SB19 #SB19IWANTYOU #I_WANT_YOU_MV_OUTNOW URL,happiness
RT @Twitter-handle: most streamed korean acts on spotify #6 exo - 3.048.500.000 (+1.4m) #7 txt - 3.010.787.204 (+3.5m) left until…,neutral
RT @Twitter-handle: A week away… #Ashes URL,neutral
RT @Twitter-handle: The $LOYAL airdrop is live! Check eligibility and claim on the site: 🔗 URL $DAVE #HEX #PEPE #LOYAL #…,neutral
"@Twitter-handle: @Twitter-handle: @Twitter-handle: If God is real, why would he care what us humans think of him? We're basically just ants compared to God",neutral
"@Twitter-handle: And now that he has him to himself, he's going to enjoy this while his hand dance around Kenshi's… URL",neutral
@Twitter-handle: This playing in my head now. URL,neutral
RT @Twitter-handle: Looks like Jack Smith will hold a press conference at 3 pm -- in 90 minutes. He will be extremely sparing and discrimina…,neutral
@Twitter-handle: I love this video ❤️,happiness
RT @Twitter-handle: Skew still to the downside EOY. Dec expiry putting a hump in term structure. How would you play this term structure…,neutral
RT @Twitter-handle: What of the one Buhari signed?,neutral
@Twitter-handle: @Twitter-handle: Haha I wish I was!,happiness
VThink don't Don't #打炮 #羞耻问答 #女神婊 URL,disgust
"I truly don’t know what to do from here, not everyone has someone to fall on but praying everyday god will guide me",sadness
@Twitter-handle: I need to hurry up and lock in wit a man . I wanna become jokeless too🥹,neutral
RT @Twitter-handle: See you (๑•᎑&lt; ๑)♡ URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: Universities across the world often wear outlandish costumes I suppose… URL,neutral
"Anthony Kedis with the jet black install, side part, serving bundles for these putas URL URL",neutral
"@Twitter-handle: @Twitter-handle: @Twitter-handle: Lol gay people know that if you succeeded in getting rid of trans rights, y… URL",anger
RT @Twitter-handle: How many more lives and arsons will it take for New Delhi to stop this madness in #ManipurViolence? @Twitter-handle: @Twitter-handle: @Twitter-handle:,anger
"RT @Twitter-handle: “Everyone of us at some point in time was kind, compassionate, and prioritized the people around us. But one day, you stopped…",sadness
@Twitter-handle: Omggggggg bro,surprise
RT @Twitter-handle: p1ece pls wake up. URL,neutral
Seeing people also go back and forth for the littlest things shows I’m not the problem. Not really😁 URL,anger
"RT @Twitter-handle: I feel like the cozy horror/cozy everything/hopepunk, all this sanitized malarkey is a sinister arm of market infiltratio…",anger
@Twitter-handle: @Twitter-handle: oh my oh my god oh my god,surprise
RT @Twitter-handle: Anker ⚡🙌 URL,neutral
"RT @Twitter-handle: JLongBone, WeekendWarrior, etc), and that worked for me cause I wasn't promoting them and I was only interested in thei…",neutral
RT @Twitter-handle: 😍You just need to brush the desired surface with glue and you're done! It can instantly and effectively seal leaks in pipes s…,happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: Just admit you want Trump prosecuted and couldn't care less whether it's legit.,anger
RT @Twitter-handle: #TakeTwo Audio has surpassed 4.6M views on YouTube 🔥 Keep Streaming URL URL,neutral
@Twitter-handle: Who oh the crybaby No Thankyou He will stay In and be President in 2024 I thought you went to Chin… URL,anger
"very telling that this video features exactly zero editors. just a bunch of tech dorks insisting ""we are creatives'… URL",neutral
@Twitter-handle: @Twitter-handle: xbox,neutral
"RT @Twitter-handle: We actually saved the whole league by not accepting this nonsense, arguably the worst deal in football history... URL",anger
Just c/s again 🔥🔥,neutral
"RT @Twitter-handle: Since January 1st, $PEPE on #PULSECHAIN is up 19x while $PEPE on #ETHEREUM has been bleeding &amp; down ANOTHER 12% from that da…",neutral
RT @Twitter-handle: BREAKING: Trumper Matt Gaetz is hit with devastating news as reporters reveal that the House Ethics Committee just reop…,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: Do you believe in Jesus Christ or not VK? Followed you up until this po… URL,neutral
"@Twitter-handle: @Twitter-handle: @Twitter-handle: Because if you're about to try to bully someone else, I want you to be able to see my tweets.",anger
"RT @Twitter-handle: Lyrics on this one were a little less subtle than I realized. I mean ""Ghost you are you haunt my lonely heart again?"" what…",sadness
"@Twitter-handle: @Twitter-handle: Dear Francis, we regret the inconvenience. Please confirm your location details so th… URL",neutral
"Hey, my heart's treasure! 💎 URL",neutral
@Twitter-handle: I already see the picture!Remind me of the invasion of Roman legionnaires on barbarian lands as they believed!😆,surprise
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: Short answer is WCW/Jim Crockett promotions was a territory (th… URL,neutral
RT @Twitter-handle: i wish you could block ppl without it unsharing their location,anger
BRO ONCE I START MY AB WORKOUTS AND CORE WORKOUTS ITS OVER FOR YALLLLL AND IMA START TODAY,happiness
RT @Twitter-handle: Did you know that you can easily complete the Galactic Season This Will Do Nicely objective in under 10 seconds on Coruscant? h…,neutral
RT @Twitter-handle: This stinks URL,disgust
"RT @Twitter-handle: Honours list from Boris is out URL Arise Sir Michael Fabricant, Dame Pritti Patel, Sir Jacob Rees…",neutral
"@Twitter-handle: I mean, Cracker Barrel does put a pegging game on every table, so them being LGBTQ+ friendly shouldn… URL",disgust
